context,truth,prediction,exact_match,bleu,levenshtein,meteor,rouge1_p,rouge1_r,rouge1_f,rouge2_p,rouge2_r,rouge2_f,rougeL_p,rougeL_r,rougeL_f
"<fim_prefix>package co.edu.utp.gia.sms.query.estadistica;

import co.edu.utp.gia.sms.db.DB;
import co.edu.utp.gia.sms.entidades.Referencia;
import jakarta.inject.Provider;

import java.util.Collection;
import java.util.stream.Stream;

/**<fim_suffix>
public class EstadisticaGetYears {
    /**
     * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
     *
     * @return Stream<DatoDTO> que representa el resultado de la consulta
     */
    public static Stream<String> createQuery() {
        return createQuery(DB.root.revision()::getReferencias);
    }

    /**
     * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
     *
     * @param dataProvider Proveedor de la colección de datos en la que se realizará la búsqueda
     * @return Stream<DatoDTO> que representa el resultado de la consulta
     */
    public static Stream<String> createQuery(Provider<Collection<Referencia>> dataProvider) {
        return dataProvider.get().stream().map(Referencia::getYear).distinct();
    }
}
<fim_middle>","
 * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
 */","
 * Clase que representa la consulta que permite obtener el listado de años que comprenden las Referencias",0.12,0.674481091610518,0.7819548872180451,0.7828500000000002,0.8,0.8,0.7999999950000002,0.625,0.625,0.624999995,0.7333333333333333,0.7333333333333333,0.7333333283333333
"<fim_prefix>package co.edu.utp.gia.sms.query.estadistica;

import co.edu.utp.gia.sms.db.DB;
import co.edu.utp.gia.sms.entidades.Referencia;
import jakarta.inject.Provider;

import java.util.Collection;
import java.util.stream.Stream;

/**
 * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
 */
public class EstadisticaGetYears {
    /**
     * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
     *
     * @return Stream<DatoDTO> que representa el resultado de la consulta
     */
    public static Stream<String> createQuery() {
        return createQuery(DB.root.revision()::getReferencias);
    }

    /**<fim_suffix>
    public static Stream<String> createQuery(Provider<Collection<Referencia>> dataProvider) {
        return dataProvider.get().stream().map(Referencia::getYear).distinct();
    }
}
<fim_middle>","
     * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
     *
     * @param dataProvider Proveedor de la colección de datos en la que se realizará la búsqueda
     * @return Stream<DatoDTO> que representa el resultado de la consulta
     */","
     * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
     *
     * @param dataProvider Proveedor de datos
     * @return Stream<DatoDTO> que representa el resultado de la consulta
     */",0.4857142857142857,0.7325511840362697,0.5031055900621118,0.7987500754056827,1.0,0.8275862068965517,0.9056603724029905,0.96875,0.7560975609756098,0.84931506356915,1.0,0.8275862068965517,0.9056603724029905
"<fim_prefix>package co.edu.utp.gia.sms.query.estadistica;

import co.edu.utp.gia.sms.db.DB;
import co.edu.utp.gia.sms.entidades.Referencia;
import jakarta.inject.Provider;

import java.util.Collection;
import java.util.stream.Stream;

/**
 * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
 */
public class EstadisticaGetYears {
    /**<fim_suffix>
    public static Stream<String> createQuery() {
        return createQuery(DB.root.revision()::getReferencias);
    }

    /**
     * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
     *
     * @param dataProvider Proveedor de la colección de datos en la que se realizará la búsqueda
     * @return Stream<DatoDTO> que representa el resultado de la consulta
     */
    public static Stream<String> createQuery(Provider<Collection<Referencia>> dataProvider) {
        return dataProvider.get().stream().map(Referencia::getYear).distinct();
    }
}
<fim_middle>","
     * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
     *
     * @return Stream<DatoDTO> que representa el resultado de la consulta
     */","
     * Consulta que permite obtener el listado de años que comprenden las Referencias de la Revision
     *
     * @return Stream<DatoDTO> que representa el resultado de la consulta
     */",1.0,1.0,0.0,0.9999945130315501,1.0,1.0,0.999999995,1.0,1.0,0.999999995,1.0,1.0,0.999999995
"<fim_prefix>package cn.foxtech.device.protocol.v1.dahua.fire.core.entity.infobj;

import lombok.AccessLevel;
import lombok.Getter;
import lombok.Setter;


/**<fim_suffix>
@Getter(value = AccessLevel.PUBLIC)
@Setter(value = AccessLevel.PUBLIC)
public class InfObjGetFuncReqEntity extends InfObjGeneralEntity {
}
<fim_middle>","
 * 信息对象: 注册包
 */","
 * 功能点获取请求实体
 *
",0.2727272727272727,0.21666853182061765,0.8809523809523809,0.2869318181818182,0.5,0.25,0.33333332888888895,0.0,0.0,0.0,0.5,0.25,0.33333332888888895
"<fim_prefix>package struktor.processor.operators;

/**<fim_suffix>


public abstract class Expr {

	// die eval Funktion
	// liefert ein beliebiges Objekt als Resultat
	// damit können nicht nur arithmetische Ausdrücke
	// sondern Ausdrücke mit beliebigem Resultat
	// behandelt werden
	

	/** Die eval Funktion liefert ei beliebiges Objekt als Resultat.
	 * In der abgeänderten Version kann das auch ein ""Expr""-Object sein.
	 * @return das Resultat der Berechnung (beliebiges Objekt)    
	 * @exception   ProcessorException  
	 */
	public abstract Object eval()
	throws struktor.processor.ProcessorException;

}<fim_middle>"," $Id: Expr.java 16 2005-02-10 19:36:29 +0000 (Do, 10 Feb 2005) kneunert $
     * eine abstrakte Klasse für die Konstruktion
     * beliebiger Ausdrücke
     * und zum Auswerten dieser Ausdrücke
     *
     */","
 * @author 
 *
 */",0.0,1.5238126407478227e-05,0.9907407407407407,0.023640661938534282,0.6666666666666666,0.07407407407407407,0.13333333153333335,0.3333333333333333,0.034482758620689655,0.0624999983007813,0.6666666666666666,0.07407407407407407,0.13333333153333335
"<fim_prefix>package struktor.processor.operators;

/** $Id: Expr.java 16 2005-02-10 19:36:29 +0000 (Do, 10 Feb 2005) kneunert $
     * eine abstrakte Klasse für die Konstruktion
     * beliebiger Ausdrücke
     * und zum Auswerten dieser Ausdrücke
     *
     */


public abstract class Expr {

	// die eval Funktion
	// liefert ein beliebiges Objekt als Resultat
	// damit können nicht nur arithmetische Ausdrücke
	// sondern Ausdrücke mit beliebigem Resultat
	// behandelt werden
	

	/**<fim_suffix>
	public abstract Object eval()
	throws struktor.processor.ProcessorException;

}<fim_middle>"," Die eval Funktion liefert ei beliebiges Objekt als Resultat.
	 * In der abgeänderten Version kann das auch ein ""Expr""-Object sein.
	 * @return das Resultat der Berechnung (beliebiges Objekt)    
	 * @exception   ProcessorException  
	 */","
	 * liefert den Ausdruck als String
	 *
	 */",0.0,0.008571790023447592,0.976,0.12019386106623585,0.5714285714285714,0.14814814814814814,0.23529411437716266,0.0,0.0,0.0,0.5714285714285714,0.14814814814814814,0.23529411437716266
"<fim_prefix>package com.linkwechat.domain.community.vo;


import lombok.AllArgsConstructor;
import lombok.Data;
import lombok.NoArgsConstructor;
import lombok.experimental.SuperBuilder;

/**<fim_suffix>
@Data
@SuperBuilder
@NoArgsConstructor
@AllArgsConstructor
public class WeGroupCodeVo {

    private Long id;

    private String codeUrl;
}
<fim_middle>","
 * 群活码简略信息
 * @Author Hang
 * @Date 2021/3/26 14:21
 */","
 * @author 
 * @date 2020/12/17 15:19
 */",0.05405405405405406,0.18021746442705444,0.9473684210526315,0.5652749922762331,0.3333333333333333,0.25,0.2857142808163266,0.0,0.0,0.0,0.3333333333333333,0.25,0.2857142808163266
"<fim_prefix>package com.babata.concurrent.excel.resolve.annotation;

import com.babata.concurrent.excel.resolve.CustomConvertor;

import java.lang.annotation.ElementType;
import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;

/**
 * excel导出列名称、格式转换、排序、默认值
 * @author zqj
 */
@Target({ElementType.FIELD})
@Retention(RetentionPolicy.RUNTIME)
public @interface ExcelColumn {
    /**
     * 列名
     * @return
     */
    String name() default """";

    /**
     * 排序
     * @return
     */
    int index() default -1;

    /**<fim_suffix>
    String defaultValue() default """";

    /**
     * 自定义转换器
     * @return
     */
    Class<? extends CustomConvertor> customConvertor() default CustomConvertor.class;

}
<fim_middle>","
     * 默认值
     * @return
     */","
     * 格式
     * @return
     */",0.8,0.628016973395869,0.2558139534883721,0.7937500000000002,0.75,0.75,0.749999995,0.5,0.5,0.4999999950000001,0.75,0.75,0.749999995
"<fim_prefix>package com.babata.concurrent.excel.resolve.annotation;

import com.babata.concurrent.excel.resolve.CustomConvertor;

import java.lang.annotation.ElementType;
import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;

/**
 * excel导出列名称、格式转换、排序、默认值
 * @author zqj
 */
@Target({ElementType.FIELD})
@Retention(RetentionPolicy.RUNTIME)
public @interface ExcelColumn {
    /**<fim_suffix>
    String name() default """";

    /**
     * 排序
     * @return
     */
    int index() default -1;

    /**
     * 默认值
     * @return
     */
    String defaultValue() default """";

    /**
     * 自定义转换器
     * @return
     */
    Class<? extends CustomConvertor> customConvertor() default CustomConvertor.class;

}
<fim_middle>","
     * 列名
     * @return
     */","
     * 列名称
     * @return
     */",0.9090909090909091,0.733365826056299,0.075,0.9054545454545455,0.75,0.75,0.749999995,0.5,0.5,0.4999999950000001,0.75,0.75,0.749999995
"<fim_prefix>package com.babata.concurrent.excel.resolve.annotation;

import com.babata.concurrent.excel.resolve.CustomConvertor;

import java.lang.annotation.ElementType;
import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;

/**
 * excel导出列名称、格式转换、排序、默认值
 * @author zqj
 */
@Target({ElementType.FIELD})
@Retention(RetentionPolicy.RUNTIME)
public @interface ExcelColumn {
    /**
     * 列名
     * @return
     */
    String name() default """";

    /**
     * 排序
     * @return
     */
    int index() default -1;

    /**
     * 默认值
     * @return
     */
    String defaultValue() default """";

    /**<fim_suffix>
    Class<? extends CustomConvertor> customConvertor() default CustomConvertor.class;

}
<fim_middle>","
     * 自定义转换器
     * @return
     */","
     * 格式转换
     * @return
     */",0.3333333333333333,0.5916801787749506,0.6727272727272727,0.8289915966386556,0.75,0.75,0.749999995,0.5,0.5,0.4999999950000001,0.75,0.75,0.749999995
"<fim_prefix>package com.babata.concurrent.excel.resolve.annotation;

import com.babata.concurrent.excel.resolve.CustomConvertor;

import java.lang.annotation.ElementType;
import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;

/**
 * excel导出列名称、格式转换、排序、默认值
 * @author zqj
 */
@Target({ElementType.FIELD})
@Retention(RetentionPolicy.RUNTIME)
public @interface ExcelColumn {
    /**
     * 列名
     * @return
     */
    String name() default """";

    /**<fim_suffix>
    int index() default -1;

    /**
     * 默认值
     * @return
     */
    String defaultValue() default """";

    /**
     * 自定义转换器
     * @return
     */
    Class<? extends CustomConvertor> customConvertor() default CustomConvertor.class;

}
<fim_middle>","
     * 排序
     * @return
     */","
     * 列索引
     * @return
    ",0.3,0.5844356470407898,0.7272727272727273,0.7937500000000002,0.6666666666666666,0.5,0.5714285665306124,0.3333333333333333,0.25,0.2857142808163266,0.6666666666666666,0.5,0.5714285665306124
"<fim_prefix>package com.babata.concurrent.excel.resolve.annotation;

import com.babata.concurrent.excel.resolve.CustomConvertor;

import java.lang.annotation.ElementType;
import java.lang.annotation.Retention;
import java.lang.annotation.RetentionPolicy;
import java.lang.annotation.Target;

/**<fim_suffix>
@Target({ElementType.FIELD})
@Retention(RetentionPolicy.RUNTIME)
public @interface ExcelColumn {
    /**
     * 列名
     * @return
     */
    String name() default """";

    /**
     * 排序
     * @return
     */
    int index() default -1;

    /**
     * 默认值
     * @return
     */
    String defaultValue() default """";

    /**
     * 自定义转换器
     * @return
     */
    Class<? extends CustomConvertor> customConvertor() default CustomConvertor.class;

}
<fim_middle>","
 * excel导出列名称、格式转换、排序、默认值
 * @author zqj
 */","
 * @author babata
 * @date 2019/12/19",0.09090909090909091,0.17250213051490343,0.9493670886075949,0.1938131313131313,0.4,0.4,0.3999999950000001,0.2,0.2,0.19999999500000015,0.4,0.4,0.3999999950000001
"<fim_prefix>package net.cocotea.elysiananime.common.enums;

import lombok.AllArgsConstructor;
import lombok.Getter;

/**<fim_suffix>
@Getter
@AllArgsConstructor
public enum MenuStatusEnum {
    /**
     * 显示&启用
     */
    SHOW(0, ""显示""),
    /**
     * 隐藏&启用
     */
    HIDE(1, ""隐藏"");

    final Integer code;
    final String desc;
}
<fim_middle>","
 * 菜单状态 枚举值
 *
 * @author CoCoTea
 * @version 2.0.0
 */","
 * 菜单状态枚举
 *
 * @author cocotea
 * @date 2020/12/29
",0.22580645161290322,0.3712142270290099,0.7349397590361446,0.6287396679101748,0.3333333333333333,0.2222222222222222,0.2666666618666667,0.25,0.16666666666666666,0.1999999952000001,0.3333333333333333,0.2222222222222222,0.2666666618666667
"<fim_prefix>package net.cocotea.elysiananime.common.enums;

import lombok.AllArgsConstructor;
import lombok.Getter;

/**
 * 菜单状态 枚举值
 *
 * @author CoCoTea
 * @version 2.0.0
 */
@Getter
@AllArgsConstructor
public enum MenuStatusEnum {
    /**<fim_suffix>
    SHOW(0, ""显示""),
    /**
     * 隐藏&启用
     */
    HIDE(1, ""隐藏"");

    final Integer code;
    final String desc;
}
<fim_middle>","
     * 显示&启用
     */","
     * 显示&禁用
    ",0.625,0.6049483675122199,0.45161290322580644,0.7361111111111112,0.5,0.3333333333333333,0.39999999520000007,0.0,0.0,0.0,0.5,0.3333333333333333,0.39999999520000007
"<fim_prefix>package net.cocotea.elysiananime.common.enums;

import lombok.AllArgsConstructor;
import lombok.Getter;

/**
 * 菜单状态 枚举值
 *
 * @author CoCoTea
 * @version 2.0.0
 */
@Getter
@AllArgsConstructor
public enum MenuStatusEnum {
    /**
     * 显示&启用
     */
    SHOW(0, ""显示""),
    /**<fim_suffix>
    HIDE(1, ""隐藏"");

    final Integer code;
    final String desc;
}
<fim_middle>","
     * 隐藏&启用
     */","
     * 隐藏&禁用",0.625,0.5826515567418346,0.4482758620689655,0.6126582278481013,0.5,0.3333333333333333,0.39999999520000007,0.0,0.0,0.0,0.5,0.3333333333333333,0.39999999520000007
"<fim_prefix>package com.joe.easysocket.server.common.msg;

import com.joe.easysocket.server.common.data.ProtocolData;

/**<fim_suffix>
public class DataMsg extends PubMsg<ProtocolData> {
}
<fim_middle>","
 * 后端与前端沟通使用的消息
 *
 * @author joe
 */","
 * 数据消息
 *
 * @author joe
 * @date 2019/",0.18181818181818182,0.47439867837994226,0.8846153846153846,0.5220548682087144,0.5,0.6,0.5454545404958678,0.375,0.5,0.4285714236734694,0.5,0.6,0.5454545404958678
"<fim_prefix>package com.gameofjess.javachess.helper.exceptions;

/**<fim_suffix>
public class InvalidHostnameException extends Exception {
    public InvalidHostnameException(String hostname) {
        super(""Invalid hostname given: \"""" + hostname + ""\"""");
    }
}
<fim_middle>","
 * Invalid hostname
 */","
 * Created by ",0.3333333333333333,0.27821195481929917,0.7083333333333334,0.1694915254237288,0.3333333333333333,0.25,0.2857142808163266,0.0,0.0,0.0,0.3333333333333333,0.25,0.2857142808163266
"<fim_prefix>package org.crue.hercules.sgi.csp.repository.specification;

import org.crue.hercules.sgi.csp.model.AnualidadGasto;
import org.crue.hercules.sgi.csp.model.AnualidadGasto_;
import org.crue.hercules.sgi.csp.model.Proyecto;
import org.crue.hercules.sgi.csp.model.ProyectoAnualidad;
import org.crue.hercules.sgi.csp.model.ProyectoAnualidad_;
import org.springframework.data.jpa.domain.Specification;

public class AnualidadGastoSpecifications {

  /**<fim_suffix>
  public static Specification<AnualidadGasto> byProyectoAnualidadId(Long id) {
    return (root, query, cb) -> {
      return cb.equal(root.get(AnualidadGasto_.proyectoAnualidad).get(ProyectoAnualidad_.id), id);
    };
  }

}<fim_middle>","
   * {@link AnualidadGasto} del {@link ProyectoAnualidad} con el id indicado.
   * 
   * @param id identificador del {@link Proyecto}.
   * @return specification para obtener los {@link AnualidadGasto} del
   *         {@link ProyectoAnualidad} con el id indicado.
   */","
   * @param id
   * @return
   */",0.02564102564102564,0.0013753918150146852,0.9678571428571429,0.14175929896955014,1.0,0.2777777777777778,0.4347826052930058,0.6,0.12,0.19999999722222223,0.8,0.2222222222222222,0.34782608355387534
"<fim_prefix>/**<fim_suffix>

package br.com.hslife.orcamento.util;

import br.com.hslife.orcamento.entity.EntityPersistence;

public class RepositoryUtil {
	
	private RepositoryUtil() {
		// Não pode ser instanciada
	}

	public static void validAndAddToHQL(StringBuilder hql, String hqlToAppend, EntityPersistence entity) {
		if (entity != null && entity.getId() != null) {
			hql.append(hqlToAppend);
		}
	}
	
	public static void validAndAddToHQL(StringBuilder hql, String hqlToAppend, Boolean booleanValue) {
		if (booleanValue != null) {
			hql.append(hqlToAppend);
		}
	}
	
	public static void validAndAddToHQL(StringBuilder hql, String hqlToAppend, Object[] arrayValue) {
		if (arrayValue != null && arrayValue.length != 0) {
			hql.append(hqlToAppend);
		}
	}
}<fim_middle>","*
  
  	Copyright (c) 2012 - 2020 Hércules S. S. José

    Este arquivo é parte do programa Orçamento Doméstico.
    

    Orçamento Doméstico é um software livre; você pode redistribui-lo e/ou 

    modificá-lo dentro dos termos da Licença Pública Geral Menor GNU como 

    publicada pela Fundação do Software Livre (FSF); na versão 2.1 da 

    Licença.
    

    Este programa é distribuído na esperança que possa ser útil, 

    mas SEM NENHUMA GARANTIA; sem uma garantia implícita de ADEQUAÇÂO a 
    
    qualquer MERCADO ou APLICAÇÃO EM PARTICULAR. Veja a Licença Pública 
    
    Geral Menor GNU em português para maiores detalhes.
    

    Você deve ter recebido uma cópia da Licença Pública Geral Menor GNU sob o 

    nome de ""LICENSE.TXT"" junto com este programa, se não, acesse o site do
    
    projeto no endereco https://github.com/herculeshssj/orcamento ou escreva 
    
    para a Fundação do Software Livre(FSF) Inc., 51 Franklin St, Fifth Floor, 
    
    Boston, MA  02110-1301, USA.
    

    Para mais informações sobre o programa Orçamento Doméstico e seu autor entre  

    em contato pelo e-mail herculeshssj@outlook.com, ou ainda escreva para 

    Hércules S. S. José, Av. Ministro Lafaeyte de Andrade, 1683 - Bl. 3 Apt 404, 

    Marco II - Nova Iguaçu, RJ, Brasil.
  
***/","
 * 
 * @author 
 *
 */",0.0,3.797365823435488e-19,0.9978617248752673,0.0012257906349595492,0.3333333333333333,0.0070921985815602835,0.01388888848090279,0.0,0.0,0.0,0.3333333333333333,0.0070921985815602835,0.01388888848090279
"<fim_prefix>package modelo.jogo;

import java.io.IOException;
import java.io.Serializable;
import java.util.LinkedList;
import java.util.List;
import modelo.util.ConectorCliente;
import modelo.jogo.servidor.controleremoto.ControleRemoto;
import modelo.persistencia.ExcecaoDePersistencia;
import modelo.jogo.servidor.ExcececaoConexaoRecusada;
import modelo.util.ObservadoImpl;
import modelo.util.Observador;
import modelo.persistencia.RepositorioDoJogo;
import modelo.jogo.servidor.ServidorDePartida;

public class Portal extends ObservadoImpl {

    private final RepositorioDoJogo repositorioJogo;
    private Jogador jogador;
    private final List<Observador> observadores = new LinkedList();

    public Portal(RepositorioDoJogo rep) {
        this.repositorioJogo = rep;
    }

    public ControleRemoto conectarAoOponente(String ip, int porta) throws ExcececaoConexaoRecusada, IOException {
        ConectorCliente c = new ConectorCliente(ip, porta);
        c.enviar(jogador);
        Serializable rec = c.receber();

        if (rec instanceof ExcececaoConexaoRecusada) {
            throw ((ExcececaoConexaoRecusada) rec);
        }
        
        return new ControleRemoto(jogador, c);
    }

    public ControleRemoto criarPartida(int porta) throws IOException, ExcececaoConexaoRecusada {
        ServidorDePartida servidor = new ServidorDePartida(porta);
        servidor.iniciarServico();
        return conectarAoOponente(""localhost"", porta);
    }

    public boolean autenticar(Jogador j) throws ExcecaoDePersistencia {
        boolean autenticou = repositorioJogo.autenticar(j);

        if (autenticou) {
            jogador = repositorioJogo.pesquisarPorChave(j.toString());
            notificarObservadores(""usuario_autenticado"");

        } else {
            notificarObservadores(""usuario_nao_autenticado"");
        }

        return autenticou;
    }

    public boolean criarJogador(Jogador j) throws ExcecaoDePersistencia {
        boolean autenticou = repositorioJogo.autenticar(j);
        if (autenticou) {
            return false;
        }

        return repositorioJogo.salvar(j);
    }

    public List<CartaAbstrata> obterAcervo() throws ExcecaoDePersistencia
    {
        return this.repositorioJogo.obterCartasDoAcervo();
    }

    /*<fim_suffix>

    public Jogador obterJogadorLogado() {
        return new Jogador(jogador);
    }

    public boolean salvarJogador(Jogador jgd) throws ExcecaoDePersistencia {

        if (jogador == null) {
            return false;
        }

        jgd.setID(jogador.getId());
        boolean salvou = repositorioJogo.salvar(jgd);

        if (salvou) {
            jogador = jgd;
        }

        return salvou;
    }
}<fim_middle>","
        1 = mostro
        2 = efeito
        0 = sem filtro
     */","*
     * @return
     */",0.0,0.04113209574167986,0.8987341772151899,0.1053370786516854,0.3333333333333333,0.1111111111111111,0.16666666291666676,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.16666666291666676
"<fim_prefix>package br.com.urcontroler.data.db.dao;

import br.com.gmp.comps.data.GenericDAO;
import br.com.urcontroler.data.entity.ElementType;

/**<fim_suffix>
public class ElementTypeDAO extends GenericDAO<ElementType> {

}
<fim_middle>","
 * DAO para a entidade ElementType
 *
 * @author kaciano
 */","
 * @author 
 *
 */",0.15789473684210525,0.1845448022495517,0.921875,0.41666666666666663,1.0,0.3333333333333333,0.4999999962500001,0.3333333333333333,0.1,0.15384615029585808,1.0,0.3333333333333333,0.4999999962500001
"<fim_prefix>package doext.implement;

import doext.define.do_Button_MAbstract;

/**<fim_suffix>
public class do_Button_Model extends do_Button_MAbstract {

	public do_Button_Model() throws Exception {
		super();
	}
	
}
<fim_middle>","
 * 自定义扩展组件Model实现，继承Do_Button_MAbstract抽象类；
 *
 */","
 * @author 
 *
 */",0.08,0.07839845123705447,0.9523809523809523,0.2873713587999302,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.6666666666666666,0.6666666666666666,0.6666666616666668
"<fim_prefix>package com.portable.server.type;

import com.portable.server.exception.ExceptionTextType;
import lombok.Getter;

/**
 * 权限类型
 *
 * @author shiroha
 */
@Getter
public enum PermissionType implements ExceptionTextType {

    /**
     * 修改其他用户的所属用户组
     */
    CHANGE_ORGANIZATION(""修改用户组""),

    /**
     * 授权/收回其他用户拥有的权力
     */
    GRANT(""授权""),

    /**
     * 重置其他用户的密码
     */
    RESET_PASSWORD(""重置密码""),

    /**<fim_suffix>
    VIEW_HIDDEN_PROBLEM(""查看隐藏题目""),

    /**
     * 变更(创建/编辑/删除)题目权限
     * <p>
     * 仅对自己拥有对题目生效
     * </p>
     */
    CREATE_AND_EDIT_PROBLEM(""创建编辑自己拥有的题目""),

    /**
     * 编辑所有可访问的题目
     */
    EDIT_NOT_OWNER_PROBLEM(""编辑所有可访问的题目""),

    /**
     * 查看所有公开提交的提交详情
     */
    VIEW_PUBLIC_SOLUTION(""查看所有公开提交的提交详情""),

    /**
     * 查看提交的运行信息
     */
    VIEW_SOLUTION_MESSAGE(""查看提交的运行信息""),

    /**
     * 查看所有比赛
     */
    VIEW_ALL_CONTEST(""查看所有比赛""),

    /**
     * 创建和更新比赛内容权利
     */
    CREATE_AND_EDIT_CONTEST(""创建和更新比赛内容""),

    /**
     * 管理其他人拥有的比赛内容权利
     */
    EDIT_NOT_OWNER_CONTEST(""管理其他人拥有的比赛内容""),

    /**
     * 创建和管理批量用户的权利
     */
    CREATE_AND_EDIT_BATCH(""创建和管理批量用户""),

    /**
     * 上传图片的权限，上传头像不受影响
     */
    UPLOAD_FILE(""上传图片""),

    /**
     * 管理 Judge 系统的权利
     */
    MANAGER_JUDGE(""管理 Judge 系统的权利""),
    ;

    private final String text;

    PermissionType(String text) {
        this.text = text;
    }
}
<fim_middle>","
     * 查看隐藏题目
     */","
     * 管理其他用户的权限
    ",0.2222222222222222,0.19070828081828378,0.7441860465116279,0.2839506172839506,0.5,0.3333333333333333,0.39999999520000007,0.0,0.0,0.0,0.5,0.3333333333333333,0.39999999520000007
"<fim_prefix>package com.portable.server.type;

import com.portable.server.exception.ExceptionTextType;
import lombok.Getter;

/**
 * 权限类型
 *
 * @author shiroha
 */
@Getter
public enum PermissionType implements ExceptionTextType {

    /**<fim_suffix>
    CHANGE_ORGANIZATION(""修改用户组""),

    /**
     * 授权/收回其他用户拥有的权力
     */
    GRANT(""授权""),

    /**
     * 重置其他用户的密码
     */
    RESET_PASSWORD(""重置密码""),

    /**
     * 查看隐藏题目
     */
    VIEW_HIDDEN_PROBLEM(""查看隐藏题目""),

    /**
     * 变更(创建/编辑/删除)题目权限
     * <p>
     * 仅对自己拥有对题目生效
     * </p>
     */
    CREATE_AND_EDIT_PROBLEM(""创建编辑自己拥有的题目""),

    /**
     * 编辑所有可访问的题目
     */
    EDIT_NOT_OWNER_PROBLEM(""编辑所有可访问的题目""),

    /**
     * 查看所有公开提交的提交详情
     */
    VIEW_PUBLIC_SOLUTION(""查看所有公开提交的提交详情""),

    /**
     * 查看提交的运行信息
     */
    VIEW_SOLUTION_MESSAGE(""查看提交的运行信息""),

    /**
     * 查看所有比赛
     */
    VIEW_ALL_CONTEST(""查看所有比赛""),

    /**
     * 创建和更新比赛内容权利
     */
    CREATE_AND_EDIT_CONTEST(""创建和更新比赛内容""),

    /**
     * 管理其他人拥有的比赛内容权利
     */
    EDIT_NOT_OWNER_CONTEST(""管理其他人拥有的比赛内容""),

    /**
     * 创建和管理批量用户的权利
     */
    CREATE_AND_EDIT_BATCH(""创建和管理批量用户""),

    /**
     * 上传图片的权限，上传头像不受影响
     */
    UPLOAD_FILE(""上传图片""),

    /**
     * 管理 Judge 系统的权利
     */
    MANAGER_JUDGE(""管理 Judge 系统的权利""),
    ;

    private final String text;

    PermissionType(String text) {
        this.text = text;
    }
}
<fim_middle>","
     * 修改其他用户的所属用户组
     */","
     * 管理用户
     */",0.25,0.1555905216477644,0.7407407407407407,0.3878260869565217,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666616666668
